"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"Typoman","0","0","10","0","0.72","0.72","0.07","0.06","14.3","0.50","0.25","50","0.30","2016-08-27","336240"
"SHINRAI - Broken Beyond Despair","0","0","7","0","1.15","1.15","0.16","N/A","0.0","24.84","0.80","25","0.56","2016-08-27","499910"
"Thorne - Son of Slaves (Ep.2)","0","0","5","0","0.83","0.83","0.17","0.07","58.8","0.04","0.12","14","0.44","2016-08-26","461360"
"Optika","0","0","5","0","0.84","0.84","0.17","0.18","-5.9","0.04","1.28","50","0.44","2016-08-26","504400"
"Moonshot Galaxy™","0","0","10","0","1.16","1.16","0.12","0.15","-25.0","4.47","0.11","16","0.52","2016-08-26","471160"
"Stars","0","0","5","0","2.50","2.50","0.50","N/A","0.0","2.62","12.49","12","1.30","2016-08-26","501440"
"DOGOS","0","0","6","0","0.74","0.74","0.12","0.18","-50.0","0.12","0.08","76","0.31","2016-08-26","507050"
"Warriors of Vilvatikta","0","0","5","0","0.26","0.26","0.05","0.03","40.0","0.03","0.03","235","0.13","2016-08-26","515690"
"Madness Cubed","0","0","6","0","0.31","0.31","0.05","0.04","20.0","0.05","0.05","285","0.13","2016-08-26","453270"
"Mitch: Berry Challenge","0","0","5","0","1.42","1.42","0.28","0.24","14.3","0.35","0.13","13","0.73","2016-08-26","480410"
"Duelyst","0","0","12","0","0.85","0.85","0.07","0.05","28.6","0.09","0.34","79","0.37","2016-08-26","291410"
"Rogue Continuum","0","0","6","0","1.13","1.13","0.19","0.36","-89.5","0.39","5.23","20","0.50","2016-08-26","357700"
"Super GunWorld 2","0","0","11","0","0.54","0.54","0.05","0.03","40.0","0.05","0.05","92","0.26","2016-08-26","514220"
"Crossout","0","0","9","0","0.71","0.71","0.08","0.08","0.0","0.05","0.06","273","0.35","2016-08-26","386180"
"Tahira: Echoes of the Astral Empire","0","0","8","0","0.99","0.99","0.12","N/A","0.0","0.26","4.45","17","0.42","2016-08-25","396660"
"Pan-Pan","0","0","5","0","0.51","0.51","0.10","0.19","-90.0","0.17","0.15","25","0.26","2016-08-25","471920"
"GOD EATER 2 Rage Burst","0","0","8","0","0.50","0.50","0.06","0.04","33.3","0.06","0.07","176","0.21","2016-08-25","438490"
"Mugen Souls Z","0","0","9","0","0.96","0.96","0.11","0.11","0.0","0.22","0.80","23","0.48","2016-08-25","466920"
"Tavernier","0","0","9","0","0.47","0.47","0.05","0.06","-20.0","0.37","0.09","61","0.22","2016-08-25","517370"
"Smithy","0","0","6","0","0.29","0.29","0.05","0.04","20.0","0.03","0.03","138","0.13","2016-08-25","485500"
"N++","0","0","9","0","0.37","0.37","0.04","0.03","25.0","0.06","0.33","174","0.17","2016-08-25","230270"
"The Housewife","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.03","0.03","284","0.13","2016-08-25","496750"
"Valley","0","0","5","0","0.35","0.35","0.07","0.05","28.6","0.04","0.04","151","0.18","2016-08-25","378610"
"Witan","0","0","8","0","1.98","1.98","0.25","N/A","0.0","5.16","0.74","18","0.87","2016-08-25","486490"
"Drive Megapolis","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.03","0.03","311","0.13","2016-08-25","514970"
"Wartune","0","0","9","0","0.90","0.90","0.10","0.10","0.0","0.08","0.74","36","0.43","2016-08-25","451230"
"Le Havre: The Inland Port","0","0","5","0","0.35","0.35","0.07","0.04","42.9","0.03","0.03","54","0.18","2016-08-25","511820"
"ALONE?","0","0","8","0","1.29","1.29","0.16","0.51","-218.8","0.19","0.15","25","0.56","2016-08-25","514240"
"TeraBlaster","0","0","5","0","0.35","0.35","0.07","0.04","42.9","0.06","0.06","61","0.18","2016-08-25","384150"
"Legend of Miro","0","0","5","0","0.61","0.61","0.12","0.08","33.3","0.36","0.07","19","0.31","2016-08-24","469980"
"Nightork Adventures - Beyond the Moons of Shadalee","0","0","6","0","0.36","0.36","0.06","0.03","50.0","0.03","0.03","226","0.16","2016-08-24","493780"
"Dungeon Punks","0","0","5","0","2.94","2.94","0.59","0.77","-30.5","127.39","11.69","6","1.54","2016-08-24","503140"
"Transcripted","0","0","5","0","0.40","0.40","0.08","0.07","12.5","0.15","0.48","25","0.21","2016-08-24","215450"
"New York Mysteries: The Lantern of Souls","0","0","6","0","1.03","1.03","0.17","N/A","0.0","0.29","0.86","44","0.44","2016-08-24","511140"
"Flat Path","0","0","6","0","0.34","0.34","0.06","0.03","50.0","0.04","0.05","58","0.16","2016-08-24","512740"
"Dangerous Relationship","0","0","6","0","0.72","0.72","0.12","0.47","-291.7","0.40","0.35","23","0.31","2016-08-24","494460"
"Evolvation","0","0","10","0","0.30","0.30","0.03","0.02","33.3","0.03","0.03","8526","0.13","2016-08-24","510840"
"Bumper","0","0","5","0","0.34","0.34","0.07","0.07","0.0","0.04","0.13","54","0.18","2016-08-23","509850"
"Cat President ~A More Purrfect Union~","0","0","6","0","0.97","0.97","0.16","0.17","-6.3","1.40","0.11","29","0.42","2016-08-23","474980"
"Deus Ex: Mankind Divided™","0","0","9","0","0.45","0.45","0.05","0.03","40.0","0.05","0.05","1415","0.22","2016-08-23","337000"
"Mad Nords: Probably an Epic Quest","0","0","8","0","0.45","0.45","0.06","0.03","50.0","0.04","0.03","46","0.21","2016-08-23","407880"
"Okhlos: Omega","0","0","11","0","0.44","0.44","0.04","0.02","50.0","0.19","0.04","194","0.21","2016-08-23","400180"
"BLADE ARCUS from Shining: Battle Arena","0","0","5","0","0.94","0.94","0.19","0.18","5.3","0.06","1.14","45","0.50","2016-08-23","446040"
"Near Death","0","0","6","0","0.50","0.50","0.08","0.08","0.0","0.07","0.06","45","0.21","2016-08-22","327560"
"SkyBoats","0","0","5","0","0.33","0.33","0.07","0.04","42.9","2.30","0.03","59","0.18","2016-08-22","510780"
"BitRay2","0","0","10","0","0.32","0.32","0.03","0.02","33.3","0.03","0.03","1036","0.13","2016-08-22","512450"
"Worms W.M.D","0","0","7","0","0.36","0.36","0.05","0.04","20.0","0.06","0.05","285","0.17","2016-08-22","327030"
"Book of Demons","0","0","8","0","0.43","0.43","0.05","0.07","-40.0","0.07","0.07","216","0.17","2016-08-22","449960"
"Momentum","0","0","5","0","0.43","0.43","0.09","0.06","33.3","0.10","0.26","36","0.23","2016-08-22","462130"
"Hooligan Vasja","0","0","6","0","0.31","0.31","0.05","0.03","40.0","0.03","0.03","104","0.13","2016-08-20","515910"
"Death Stair","0","0","8","0","0.56","0.56","0.07","0.04","42.9","0.07","0.03","41","0.24","2016-08-20","444880"
"Wish -tale of the sixteenth night of lunar month-","0","0","6","0","0.38","0.38","0.06","0.41","-583.3","0.14","0.22","29","0.16","2016-08-20","392370"
"Guards","0","0","6","0","0.39","0.39","0.07","0.05","28.6","1.56","0.15","46","0.18","2016-08-19","460340"
"Kick Ass Commandos","0","0","8","0","0.44","0.44","0.06","0.04","33.3","0.60","0.04","61","0.21","2016-08-19","359140"
"Max, an Autistic Journey","0","0","5","0","0.46","0.46","0.09","0.05","44.4","0.55","0.05","43","0.23","2016-08-19","511630"
"La Peri","0","0","5","0","0.42","0.42","0.08","0.26","-225.0","1.34","1.05","30","0.21","2016-08-19","436490"
"Leave The Nest","0","0","6","0","0.53","0.53","0.09","0.11","-22.2","0.15","0.85","27","0.23","2016-08-19","471270"
"One Clone Left","0","0","8","0","0.96","0.96","0.12","N/A","0.0","0.08","2.13","7","0.42","2016-08-19","452180"
"Miaou Moon","0","0","8","0","0.52","0.52","0.07","0.04","42.9","0.62","0.13","34","0.24","2016-08-19","513580"
"GIGA WRECKER","0","0","5","0","0.68","0.68","0.14","0.30","-114.3","0.58","0.50","65","0.37","2016-08-18","454410"
"TAIKER","0","0","9","0","1.12","1.12","0.12","N/A","0.0","4.57","0.34","19","0.52","2016-08-18","511010"
"F1 2016","0","0","11","0","0.67","0.67","0.06","0.05","16.7","0.06","0.12","165","0.31","2016-08-18","391040"
"This Is the Police","0","0","5","0","0.31","0.31","0.06","0.04","33.3","0.05","0.05","314","0.16","2016-08-18","443810"
"Orbital X","0","0","5","0","0.45","0.45","0.09","0.14","-55.6","0.19","1.04","37","0.23","2016-08-18","514650"
"Echoes of the Fey - The Fox's Trail","0","0","9","0","0.96","0.96","0.11","0.14","-27.3","10.37","0.29","22","0.48","2016-08-18","511320"
"Dark Parables: Rise of the Snow Queen Collector's Edition","0","0","6","0","2.06","2.06","0.34","N/A","0.0","2.05","4.32","18","0.89","2016-08-18","499110"
"Dark Parables: The Exiled Prince Collector's Edition","0","0","6","0","3.19","3.19","0.53","N/A","0.0","3.25","3.13","11","1.38","2016-08-18","499100"
"Grow Up","0","0","6","0","0.39","0.39","0.07","0.04","42.9","0.32","0.08","142","0.18","2016-08-18","426790"
"Girl Amazon Survival","0","0","6","0","0.27","0.27","0.05","0.03","40.0","0.03","0.03","1244","0.13","2016-08-18","372750"
"Little Walker","0","0","5","0","0.30","0.30","0.06","0.06","0.0","0.03","0.34","421","0.16","2016-08-18","448500"
"Lily´s Epic Quest","0","0","6","0","0.48","0.48","0.08","0.03","62.5","0.66","3.99","22","0.21","2016-08-17","507270"
"Dig 4 Destruction","0","0","6","0","1.69","1.69","0.28","0.42","-50.0","4.49","3.84","19","0.73","2016-08-17","503340"
"Final Quest","0","0","5","0","0.26","0.26","0.05","0.03","40.0","0.03","0.03","297","0.13","2016-08-17","512640"
"Vernon's Legacy","0","0","6","0","0.76","0.76","0.13","0.17","-30.8","0.27","0.29","20","0.34","2016-08-17","367010"
"The God's Chain","0","0","5","0","0.28","0.28","0.06","0.04","33.3","0.05","0.23","86","0.16","2016-08-17","504490"
"Flowers -Le volume sur printemps-","0","0","9","0","0.82","0.82","0.09","0.16","-77.8","0.12","0.78","79","0.39","2016-08-17","452440"
"My Butler","0","0","5","0","0.40","0.40","0.08","0.47","-487.5","0.15","0.77","33","0.21","2016-08-17","494470"
"Terrarium Land","0","0","9","0","1.18","1.18","0.13","N/A","0.0","3.55","0.14","13","0.57","2016-08-17","438780"
"Pinga Ponga","0","0","5","0","0.35","0.35","0.07","0.07","0.0","0.06","0.24","46","0.18","2016-08-16","509960"
"Ember Strike","0","0","9","0","1.14","1.14","0.13","0.14","-7.7","0.51","0.94","28","0.57","2016-08-16","374670"
"GalaxIverse","0","0","5","0","0.39","0.39","0.08","0.12","-50.0","0.05","0.06","14","0.21","2016-08-16","509390"
"Phantaruk","0","0","6","0","0.36","0.36","0.06","0.03","50.0","0.03","0.04","52","0.16","2016-08-16","468930"
"Super Markup Man","0","0","6","0","1.04","1.04","0.17","0.18","-5.9","0.13","0.69","25","0.44","2016-08-16","502210"
"Radical Spectrum: Volume 1","0","0","10","0","0.34","0.34","0.03","0.02","33.3","0.03","0.03","2351","0.13","2016-08-16","486150"
"Tiltagon","0","0","5","0","0.33","0.33","0.07","0.04","42.9","0.05","0.04","47","0.18","2016-08-16","432260"
"Shift","0","0","5","0","0.28","0.28","0.06","0.04","33.3","0.03","0.08","213","0.16","2016-08-16","485730"
"Brigador: Up-Armored Edition","0","0","6","0","0.62","0.62","0.10","0.10","0.0","0.04","0.67","51","0.26","2016-08-16","274500"
"Fabric","0","0","6","0","0.44","0.44","0.07","0.05","28.6","0.13","0.08","30","0.18","2016-08-16","489660"
"Snow Horse","0","0","5","0","1.33","1.33","0.27","N/A","0.0","1.29","0.83","31","0.70","2016-08-15","270030"
"Build 'n Bump","0","0","6","0","0.51","0.51","0.09","0.06","33.3","0.63","0.05","25","0.23","2016-08-15","375790"
"Pierhead Arcade","0","0","5","0","0.48","0.48","0.10","0.28","-180.0","1.46","0.91","39","0.26","2016-08-15","435490"
"Offworld Trading Company","0","0","8","0","0.32","0.32","0.04","0.04","0.0","0.05","0.05","775","0.14","2016-08-15","271240"
"Oh No! Bugs!","0","0","5","0","0.36","0.36","0.07","0.05","28.6","0.03","0.03","67","0.18","2016-08-15","513980"
"Doodler","0","0","5","0","0.88","0.88","0.18","0.24","-33.3","2.44","1.74","21","0.47","2016-08-14","479310"
"Rally Copters","0","0","5","0","0.83","0.83","0.17","0.91","-435.3","0.64","6.30","18","0.44","2016-08-14","454390"
"Forgotten Heroes","0","0","6","0","0.27","0.27","0.05","0.03","40.0","0.03","0.06","168","0.13","2016-08-14","510220"
"Frantic Freighter","0","0","5","0","0.42","0.42","0.08","0.06","25.0","3.99","0.03","26","0.21","2016-08-13","503150"
"Blasting Agent: Ultimate Edition","0","0","6","0","0.52","0.52","0.09","0.05","44.4","0.03","0.04","29","0.23","2016-08-13","453810"
"Syndrome","0","0","10","0","0.69","0.69","0.07","0.07","0.0","0.23","0.11","34","0.30","2016-08-13","409320"
"ROD: Revolt Of Defense","0","0","5","0","0.37","0.37","0.07","0.04","42.9","0.09","0.12","41","0.18","2016-08-13","508600"
"Pixel Puzzles 2: RADical ROACH","0","0","7","0","0.45","0.45","0.06","0.03","50.0","0.03","0.03","87","0.21","2016-08-13","504880"
"8-Bit Hordes","0","0","8","0","0.46","0.46","0.06","0.04","33.3","0.22","0.17","97","0.21","2016-08-12","497850"
"Karma Miwa","0","0","6","0","0.29","0.29","0.05","0.03","40.0","0.03","0.03","116","0.13","2016-08-12","485660"
"Genius Greedy Mouse","0","0","5","0","0.29","0.29","0.06","0.04","33.3","0.03","0.03","91","0.16","2016-08-12","485640"
"Masked Shooters 2","0","0","6","0","0.30","0.30","0.05","0.03","40.0","0.03","0.03","158","0.13","2016-08-12","434250"
"Gone In November","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.03","0.03","1466","0.13","2016-08-12","507390"
"Ayumi: Enhanced Edition","0","0","5","0","2.27","2.27","0.45","N/A","0.0","12.42","0.15","7","1.17","2016-08-11","497790"
"Tribe Of Pok","0","0","6","0","1.21","1.21","0.20","1.75","-775.0","1.99","1.93","7","0.52","2016-08-11","505140"
"GemBreak","0","0","8","0","0.68","0.68","0.08","0.04","50.0","0.07","0.93","39","0.28","2016-08-11","491160"
"Redemption","0","0","6","0","1.86","1.86","0.31","0.51","-64.5","2.44","4.83","19","0.81","2016-08-11","330880"
"One day in London","0","0","9","0","0.47","0.47","0.05","0.03","40.0","0.05","0.65","89","0.22","2016-08-11","465180"
"Elves Adventure","0","0","6","0","0.25","0.25","0.04","0.02","50.0","0.04","0.03","4232","0.10","2016-08-11","504980"
"Dino Run DX","0","0","8","0","0.42","0.42","0.05","0.07","-40.0","0.27","0.41","83","0.17","2016-08-11","248330"
"Scott in Space","0","0","5","0","0.37","0.37","0.07","0.05","28.6","0.04","0.03","39","0.18","2016-08-11","385980"
"Quip Anomaly","0","0","6","0","1.14","1.14","0.19","0.18","5.3","0.03","2.18","28","0.50","2016-08-11","506470"
"Super Star","0","0","6","0","0.66","0.66","0.11","0.09","18.2","0.32","0.72","103","0.29","2016-08-11","503300"
"DungeonUp","0","0","6","0","0.40","0.40","0.07","0.04","42.9","0.04","0.04","71","0.18","2016-08-11","388620"
"Pixel Cup Soccer 17","0","0","5","0","0.52","0.52","0.10","0.05","50.0","0.17","0.10","31","0.26","2016-08-10","492340"
"Holodrive","0","0","8","0","0.33","0.33","0.04","0.02","50.0","0.06","0.05","155","0.14","2016-08-10","370770"
"Bloons TD Battles","0","0","7","0","0.73","0.73","0.10","0.18","-80.0","0.10","0.11","69","0.35","2016-08-10","444640"
"Reigns","0","0","5","0","0.29","0.29","0.06","0.04","33.3","0.05","0.03","449","0.16","2016-08-10","474750"
"Dark Parables: The Red Riding Hood Sisters Collector's Edition","0","0","7","0","1.20","1.20","0.17","N/A","0.0","4.33","2.93","16","0.59","2016-08-10","499120"
"Unexplored","0","0","8","0","0.31","0.31","0.04","0.04","0.0","0.08","0.04","195","0.14","2016-08-10","506870"
"Existentia","0","0","5","0","0.28","0.28","0.06","0.03","50.0","0.03","0.03","124","0.16","2016-08-09","511340"
"El Ninja (Beta)","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.03","0.08","1704","0.13","2016-08-09","509840"
"Dungeon Fighter Online","0","0","14","0","0.79","0.79","0.06","0.07","-16.7","0.15","0.43","117","0.37","2016-08-09","495910"
"Spikit","0","0","5","0","0.24","0.24","0.05","0.03","40.0","0.03","0.03","194","0.13","2016-08-09","509110"
"Lucius Demake","0","0","6","0","0.40","0.40","0.07","0.06","14.3","0.03","0.05","58","0.18","2016-08-09","364230"
"Handsome Mr. Frog","0","0","5","0","0.41","0.41","0.08","0.08","0.0","0.39","0.05","23","0.21","2016-08-09","508990"
"Haeven","0","0","5","0","0.34","0.34","0.07","0.05","28.6","0.04","0.24","39","0.18","2016-08-09","508540"
"Too Angry to Space","0","0","5","0","0.41","0.41","0.08","0.16","-100.0","0.14","0.48","22","0.21","2016-08-09","494990"
"DubWars","0","0","8","0","0.73","0.73","0.09","0.16","-77.8","0.71","0.59","83","0.31","2016-08-08","290000"
"Zombie City Defense 2","0","0","6","0","0.64","0.64","0.11","0.08","27.3","0.84","0.14","40","0.29","2016-08-08","473970"
"The Dungeons of Castle Madness","0","0","5","0","0.39","0.39","0.08","0.05","37.5","0.32","0.03","39","0.21","2016-08-08","506840"
"Nurse Love Addiction","0","0","10","0","0.73","0.73","0.07","0.09","-28.6","0.80","0.45","38","0.30","2016-08-08","485040"
"Little King's Story","0","0","8","0","0.66","0.66","0.08","0.13","-62.5","0.35","0.77","38","0.28","2016-08-08","390310"
"Office lovers","0","0","6","0","0.95","0.95","0.16","N/A","0.0","0.24","1.57","17","0.42","2016-08-08","494450"
"Rogue Contracts: Syndicate","0","0","6","0","0.36","0.36","0.06","0.06","0.0","0.08","0.04","21","0.16","2016-08-07","453660"
"Inverted","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.04","0.03","1153","0.13","2016-08-07","496870"
"Blade Ballet","0","0","10","0","1.09","1.09","0.11","0.24","-118.2","1.31","0.33","14","0.48","2016-08-07","460750"
"Reptilian Rebellion","0","0","7","0","0.37","0.37","0.05","0.03","40.0","0.03","0.03","76","0.17","2016-08-07","461760"
"Space Ribbon","0","0","8","0","0.50","0.50","0.06","0.05","16.7","0.69","0.08","29","0.21","2016-08-07","501220"
"Lil Big Invasion","0","0","8","0","0.84","0.84","0.10","0.08","20.0","0.46","0.29","12","0.35","2016-08-07","491240"
"Framed Wings","0","0","5","0","0.57","0.57","0.11","0.30","-172.7","0.72","0.54","38","0.29","2016-08-07","479140"
"Star Fields","0","0","5","0","0.26","0.26","0.05","0.03","40.0","0.03","0.03","184","0.13","2016-08-07","499420"
"Save Jesus","0","0","7","0","0.43","0.43","0.06","0.03","50.0","0.04","0.03","107","0.21","2016-08-07","509220"
"Sneak Thief","0","0","5","0","0.57","0.57","0.11","0.08","27.3","0.22","0.24","64","0.29","2016-08-06","508550"
"Adventure World","0","0","12","0","0.58","0.58","0.05","0.03","40.0","0.14","0.03","84","0.26","2016-08-06","465540"
"Hexoscope","0","0","6","0","0.25","0.25","0.04","0.02","50.0","0.03","0.03","2663","0.10","2016-08-06","495780"
"Lolly Joe","0","0","5","0","0.84","0.84","0.17","0.63","-270.6","0.08","1.98","47","0.44","2016-08-06","436060"
"CASE: Animatronics","0","0","7","0","0.50","0.50","0.07","0.05","28.6","0.03","0.03","68","0.24","2016-08-06","489360"
"Deputy Dangle","0","0","5","0","0.77","0.77","0.15","0.30","-100.0","1.63","0.82","17","0.39","2016-08-06","355690"
"Lethal Brutal Racing","0","0","5","0","0.27","0.27","0.05","0.03","40.0","0.03","0.03","170","0.13","2016-08-05","509240"
"Aircraft War X","0","0","5","0","0.26","0.26","0.05","0.03","40.0","0.03","0.03","296","0.13","2016-08-05","508670"
"Take Thy Throne","0","0","6","0","0.26","0.26","0.04","0.02","50.0","0.03","0.03","953","0.10","2016-08-05","491260"
"Funfair Ride Simulator 3","0","0","5","0","0.45","0.45","0.09","0.09","0.0","0.17","0.04","34","0.23","2016-08-05","497720"
"Wobbly Jungle","0","0","6","0","0.38","0.38","0.06","0.05","16.7","0.10","0.05","33","0.16","2016-08-05","437090"
"Conclusion","0","0","5","0","0.33","0.33","0.07","0.04","42.9","0.03","0.07","151","0.18","2016-08-05","497350"
"The Cat! Porfirio's Adventure","0","0","5","0","0.63","0.63","0.13","0.08","38.5","0.09","0.03","30","0.34","2016-08-05","492270"
"Sky Valley","0","0","5","0","0.50","0.50","0.10","0.06","40.0","2.01","0.38","32","0.26","2016-08-05","506590"
"Conception II: Children of the Seven Stars","0","0","8","0","0.90","0.90","0.11","0.10","9.1","0.21","0.92","79","0.38","2016-08-05","458730"
"FARIA: Ghosts of the Stream","0","0","5","0","2.65","2.65","0.53","0.53","0.0","4.48","2.90","14","1.38","2016-08-04","504670"
"Squarelands","0","0","8","0","0.43","0.43","0.05","0.03","40.0","0.04","0.03","109","0.17","2016-08-04","383560"
"Polynomial 2","0","0","8","0","1.10","1.10","0.14","0.25","-78.6","0.24","0.92","28","0.49","2016-08-04","379420"
"Baezult","0","0","5","0","1.01","1.01","0.20","0.33","-65.0","0.54","3.89","17","0.52","2016-08-04","509860"
"Dungeon Defenders","0","0","7","0","0.33","0.33","0.05","0.03","40.0","0.06","0.06","355","0.17","2016-08-04","65800"
"Enigmatis 3: The Shadow of Karkhala","0","0","5","0","0.35","0.35","0.07","0.06","14.3","0.04","0.04","96","0.18","2016-08-04","495110"
"Weather Lord: Legendary Hero Collector's Edition","0","0","6","0","0.51","0.51","0.09","N/A","0.0","28.45","1.48","26","0.23","2016-08-04","500220"
"Space Rift - Episode 1","0","0","8","0","1.21","1.21","0.15","0.55","-266.7","0.61","4.28","16","0.52","2016-08-04","437080"
"RollerGirls From Beyond","0","0","8","0","1.19","1.19","0.15","N/A","0.0","0.14","0.60","18","0.52","2016-08-03","470490"
"Kingdom: New Lands","0","0","8","0","0.40","0.40","0.05","0.04","20.0","0.04","0.04","735","0.17","2016-08-03","496300"
"The Wizard's Lair","0","0","7","0","0.32","0.32","0.05","0.04","20.0","0.07","0.03","160","0.17","2016-08-03","507360"
"Vicky Saves the Big Dumb World","0","0","5","0","0.32","0.32","0.06","0.04","33.3","0.04","0.04","113","0.16","2016-08-03","404660"
"Broken Armor","0","0","5","0","1.25","1.25","0.25","0.23","8.0","0.04","0.03","15","0.65","2016-08-03","508840"
"Anicon - Animal Complex - Cat's Path","0","0","5","0","1.12","1.12","0.22","N/A","0.0","0.51","2.10","21","0.57","2016-08-03","502120"
"Deadly Sin 2","0","0","5","0","0.35","0.35","0.07","0.05","28.6","0.04","0.03","59","0.18","2016-08-02","285420"
"Deadly Sin","0","0","5","0","0.43","0.43","0.09","0.09","0.0","0.19","0.03","28","0.23","2016-08-02","354730"
"Nary","0","0","5","0","0.36","0.36","0.07","0.05","28.6","0.26","0.03","43","0.18","2016-08-02","491720"
"Animated Puzzles","0","0","7","0","2.73","2.73","0.39","0.18","53.8","0.55","1.71","13","1.36","2016-08-02","379610"
"Rising Islands","0","0","5","0","0.41","0.41","0.08","0.05","37.5","0.03","0.03","31","0.21","2016-08-02","452450"
"Trap House","0","0","6","0","2.12","2.12","0.35","N/A","0.0","1.13","15.62","2","0.91","2016-08-02","468150"
"Wailing Heights","0","0","6","0","0.59","0.59","0.10","N/A","0.0","0.41","0.32","28","0.26","2016-08-02","443650"
"Ray Gigant","0","0","8","0","0.68","0.68","0.08","0.10","-25.0","0.74","0.77","32","0.28","2016-08-02","421600"
"M.EXE","0","0","10","0","1.32","1.32","0.13","N/A","0.0","0.42","1.78","16","0.57","2016-08-01","496510"
"VA-11 Hall-A: Cyberpunk Bartender Action","0","0","5","0","0.68","0.68","0.14","0.16","-14.3","0.08","0.74","322","0.37","2016-08-01","447530"
"Supipara - Chapter 1 Spring Has Come!","0","0","6","0","0.77","0.77","0.13","0.16","-23.1","0.06","1.22","55","0.34","2016-08-01","496350"
"Deranged Rabbits","0","0","7","0","0.78","0.78","0.11","0.20","-81.8","0.16","0.03","22","0.38","2016-08-01","448520"
"BlackSmith HIT","0","0","7","0","0.38","0.38","0.05","0.03","40.0","0.03","0.03","104","0.17","2016-08-01","508170"
"Slavistan","0","0","6","0","0.29","0.29","0.05","0.03","40.0","0.03","0.03","929","0.13","2016-08-01","504770"
"Slain: Back from Hell","0","0","5","0","0.34","0.34","0.07","0.05","28.6","0.05","0.19","142","0.18","2016-08-01","369070"
"Zombie Camp","0","0","5","0","0.45","0.45","0.09","0.06","33.3","0.05","0.07","29","0.23","2016-08-01","503410"
"The Secret Monster Society","0","0","8","0","0.50","0.50","0.06","0.05","16.7","0.10","0.24","30","0.21","2016-07-31","495960"
"Hero Generations: ReGen","0","0","6","0","0.52","0.52","0.09","0.40","-344.4","2.01","0.25","35","0.23","2016-07-31","443260"
"Out of Reach","0","0","8","0","0.52","0.52","0.07","0.04","42.9","0.06","0.07","172","0.24","2016-07-31","327090"
"Klepto","0","0","5","0","1.98","1.98","0.40","0.21","47.5","2.66","3.28","16","1.04","2016-07-30","403590"
"Whispers","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.03","0.03","102","0.13","2016-07-30","505760"
"A Detective's Novel","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.03","0.03","1077","0.13","2016-07-30","503820"
"D.N.Age","0","0","5","0","1.07","1.07","0.21","0.37","-76.2","0.11","2.82","31","0.55","2016-07-29","497470"
"$1 Ride","0","0","5","0","0.27","0.27","0.05","0.03","40.0","0.03","0.03","241","0.13","2016-07-29","508290"
"Neon Warp","0","0","5","0","0.51","0.51","0.10","0.08","20.0","0.44","0.45","22","0.26","2016-07-29","485920"
"Shard Games","0","0","5","0","0.29","0.29","0.06","0.05","16.7","0.03","0.03","65","0.16","2016-07-29","477180"
"Grand Pigeon's Duty","0","0","9","0","0.35","0.35","0.04","0.02","50.0","0.03","0.03","768","0.17","2016-07-29","449530"
"Kitten Rampage","0","0","8","0","1.47","1.47","0.18","N/A","0.0","1.60","0.84","19","0.63","2016-07-29","434360"
"Totally Unbalanced","0","0","10","0","0.84","0.84","0.08","0.04","50.0","0.10","0.30","36","0.35","2016-07-29","487330"
"A Legend of Luca","0","0","7","0","0.66","0.66","0.09","0.13","-44.4","1.59","0.14","28","0.31","2016-07-29","433600"
"Fly and Destroy","0","0","6","0","0.30","0.30","0.05","0.03","40.0","0.03","0.22","227","0.13","2016-07-29","508180"
"Axis Football 2016","0","0","7","0","1.31","1.31","0.19","0.29","-52.6","0.13","0.12","14","0.66","2016-07-28","501190"
"Hover Havoc","0","0","7","0","0.49","0.49","0.07","0.08","-14.3","0.24","0.09","26","0.24","2016-07-28","504500"
"Phantom Brave PC","0","0","6","0","0.43","0.43","0.07","0.08","-14.3","0.09","0.73","78","0.18","2016-07-28","409870"
"SEUM: Speedrunners from Hell","0","0","9","0","0.43","0.43","0.05","0.04","20.0","0.05","0.12","141","0.22","2016-07-28","457210"
"ABZÛ","0","0","6","0","0.48","0.48","0.08","0.06","25.0","0.05","0.08","365","0.21","2016-07-28","384190"
"SpiritSphere","0","0","11","0","0.68","0.68","0.06","0.04","33.3","0.41","0.22","23","0.31","2016-07-28","458170"
"Nightside","0","0","5","0","0.31","0.31","0.06","0.05","16.7","0.03","0.03","73","0.16","2016-07-28","360390"
"FATED: The Silent Oath","0","0","6","0","0.95","0.95","0.16","0.16","0.0","0.94","1.28","14","0.42","2016-07-28","401820"
"Headlander","0","0","6","0","0.31","0.31","0.05","0.03","40.0","0.03","0.04","160","0.13","2016-07-28","340000"
"Corona Blossom Vol.1 Gift From the Galaxy","0","0","8","0","0.85","0.85","0.11","0.10","9.1","0.24","0.97","50","0.38","2016-07-28","496260"
"Audio Arena","0","0","7","0","1.16","1.16","0.17","0.21","-23.5","0.54","3.98","18","0.59","2016-07-27","457770"
